id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
202_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_214	C15H21NO9	[M + H]+	C15H21NO9	Amino acids and Peptides	0.8733773827552795	Amino acid glycosides	0.5127119421958923	Cyanogenic glycosides	0.4822421967983246	Hexoses	0.9810505509376526	Monosaccharides	0.9951268434524536	Carbohydrates and carbohydrate conjugates	0.9999521970748901	Organooxygen compounds	0.9999994039535522	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Cyclic alcohols and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Cyclitols and derivatives; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	214
203_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_215	C11H14O4	[M - H2O + H]+	C11H12O3	Shikimates and Phenylpropanoids	0.995819091796875	Phenylpropanoids (C6-C3)	0.9578490257263184	Cinnamic acids and derivatives	0.9389649629592896	Methoxyphenols	0.9971696734428406			Methoxyphenols	0.9971696734428406	Phenols	0.9741981625556946	Benzenoids	0.9998821020126343	Organic compounds; Styrenes; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Cinnamyl alcohols; Dimethoxybenzenes; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	215
204_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_216	C18H23N5O5	[M + H]+	C18H23N5O5	Carbohydrates	0.8901644349098206	Nucleosides	0.7522328495979309	Purine nucleos(t)ides	0.4120388329029083	Alpha amino acid amides	0.289686918258667	Amino acids and derivatives	0.3973817527294159	Amino acids, peptides, and analogues	0.38368555903434753	Carboxylic acids and derivatives	0.7689185738563538	Organic acids and derivatives	0.6668204665184021	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Aminopyrimidines and derivatives; Secondary alcohols; Glycosylamines; Benzene and substituted derivatives; N-substituted imidazoles; Phenol ethers; Benzenoids; Amines; Primary amines; 6-alkylaminopurines; Imidolactams; Aralkylamines; Organic oxides; Methoxybenzenes; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	216
205_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_217	C17H24O9	[M + Na]+	C17H24O9	Shikimates and Phenylpropanoids	0.7120549082756042	Phenylpropanoids (C6-C3)	0.18983973562717438	Cinnamic acids and derivatives	0.11065483093261719	Phenolic glycosides	0.9672532081604004	Glycosyl compounds	0.9564545750617981	Carbohydrates and carbohydrate conjugates	0.9998453855514526	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Phenylpropanoic acids; Organic oxides; Dimethoxybenzenes; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; Phenoxy compounds; Chemical entities	217
209_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_221	C15H23NO9	[M - H2O + H]+	C15H21NO8	Amino acids and Peptides	0.9958623647689819	Amino acid glycosides	0.9975626468658447	Cyanogenic glycosides	0.988448441028595	Hexoses	0.9598827362060547	Monosaccharides	0.996994137763977	Carbohydrates and carbohydrate conjugates	0.9999674558639526	Organooxygen compounds	0.9999997615814209	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Nitriles; Cyclic alcohols and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Cyclitols and derivatives; Oxacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	221
214_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_226	C13H24O9	[M + H]+	C13H24O9	Fatty acids	0.6946654915809631	Fatty acyl glycosides	0.8600020408630371	Fatty acyl glycosides of mono- and disaccharides	0.7672069072723389	Saccharolipids	0.9551206827163696					Saccharolipids	0.9551206827163696	Lipids and lipid-like molecules	0.9791887402534485	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Heterocyclic fatty acids; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Medium-chain fatty acids; Methyl-branched fatty acids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Saccharolipids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	226
215_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_227	C14H25N5O6	[M - H2O + H]+	C14H23N5O5	Amino acids and Peptides	0.8617158532142639	Small peptides	0.9336672425270081	Dipeptides	0.42678675055503845	Alpha amino acid esters	0.056742120534181595	Amino acids and derivatives	0.9112992286682129	Amino acids, peptides, and analogues	0.9205968379974365	Carboxylic acids and derivatives	0.9547954797744751	Organic acids and derivatives	0.985645055770874	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Guanidines; Carboxylic acids; Carbonyl compounds; Amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	227
216_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_228	C13H24O9	[M + Na]+	C13H24O9	Fatty acids	0.889787495136261	Fatty acyl glycosides	0.9111372232437134	Fatty acyl glycosides of mono- and disaccharides	0.9313432574272156	Saccharolipids	0.963561475276947					Saccharolipids	0.963561475276947	Lipids and lipid-like molecules	0.9818108677864075	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Heterocyclic fatty acids; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Medium-chain fatty acids; Methyl-branched fatty acids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Saccharolipids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	228
217_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_229	C17H29NO9	[M + H]+	C17H29NO9	Amino acids and Peptides	0.9113911390304565	Amino acid glycosides	0.9428994655609131	Cyanogenic glycosides	0.9456436634063721	Hexoses	0.9151449799537659	Monosaccharides	0.9717382192611694	Carbohydrates and carbohydrate conjugates	0.999883770942688	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Nitriles; Cyclic alcohols and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Cyclitols and derivatives; Oxacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	229
218_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_230	C17H26O9	[M + Na]+	C17H26O9	Fatty acids	0.7530525922775269	Fatty acyl glycosides	0.12258535623550415	Arylnaphthalene and aryltetralin lignans	0.05907620117068291	Phenolic glycosides	0.5326085686683655	Glycosyl compounds	0.9899188280105591	Carbohydrates and carbohydrate conjugates	0.9938169121742249	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alkyl aryl ethers; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Fatty Acyls; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; Phenoxy compounds; Chemical entities	230
219_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_231	C20H29N5O5	[M + H]+	C20H29N5O5	Alkaloids	0.7601526379585266	Small peptides	0.2541162967681885	Purine alkaloids	0.1599612832069397	Amino acids and derivatives	0.5076317191123962	Amino acids and derivatives	0.5076317191123962	Amino acids, peptides, and analogues	0.4884512424468994	Carboxylic acids and derivatives	0.7186105251312256	Organic acids and derivatives	0.9044569730758667	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Piperazines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid derivatives; Diazines; Carbonyl compounds; Substituted imidazoles; N-substituted imidazoles; Diazinanes; Benzenoids; Amines; Tertiary amines; Tertiary alkylarylamines; Dialkylarylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	231
220_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_232	C13H20O	[M - H2O + H]+	C13H18	Terpenoids	0.9825857877731323	Apocarotenoids	0.9089348316192627	Apocarotenoids(ε-)	0.9271034598350525	Guaianes	2.1686080435756594E-4	Guaianes	2.1686080435756594E-4	Sesquiterpenoids	0.6311707496643066	Prenol lipids	0.7825233340263367	Lipids and lipid-like molecules	0.7089826464653015	Organic compounds; Lipids and lipid-like molecules; Ketones; Aldehydes; Prenol lipids; Organooxygen compounds; Sesquiterpenoids; Carbonyl compounds; Alpha,beta-unsaturated carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	232
221_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_233	C11H14O5	[M + H]+	C11H14O5	Shikimates and Phenylpropanoids	0.9891840219497681	Phenolic acids (C6-C1)	0.9762243628501892	Simple phenolic acids	0.969245195388794	Alkyl-phenylketones	0.5567756295204163	Ketones	0.12538117170333862	Carbonyl compounds	0.4179762601852417	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alkyl aryl ethers; Phenols; Anisoles; Benzoic acids and derivatives; Methoxyphenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzoic acid esters; Benzene and substituted derivatives; Phenol ethers; Methoxybenzoic acids and derivatives; M-methoxybenzoic acids and derivatives; Benzenoids; Organic oxides; Dimethoxybenzenes; Methoxybenzenes; Hydrocarbon derivatives; Alkyl-phenylketones; Organic oxygen compounds; p-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid alkyl esters; Phenoxy compounds; Chemical entities	233
222_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_234	C18H27NO10	[M + H]+	C18H27NO10	Alkaloids	0.44095346331596375	Tyrosine alkaloids	0.3312990665435791	Phenylethylamines	0.3677370548248291	Amino acids and derivatives	0.48055392503738403	Amino acids and derivatives	0.48055392503738403	Amino acids, peptides, and analogues	0.4869692325592041	Carboxylic acids and derivatives	0.3297007083892822	Organic acids and derivatives	0.11300033330917358	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Phenethylamines; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Monocarboxylic acids and derivatives; Disaccharides; Acetals; Secondary alcohols; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Amines; Primary amines; Aralkylamines; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	234
223_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_235	C12H12O4	[M + H]+	C12H12O4	Shikimates and Phenylpropanoids	0.9404575824737549	Phenylpropanoids (C6-C3)	0.4023774564266205	Cinnamic acids and derivatives	0.4155938923358917	Coumaric acids and derivatives	0.098750539124012	Coumaric acids and derivatives	0.098750539124012	Hydroxycinnamic acids and derivatives	0.23609720170497894	Cinnamic acids and derivatives	0.21550264954566956	Phenylpropanoids and polyketides	0.586780309677124	Organic compounds; Ketones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	235
224_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_236	C21H29NO13	[M + H]+	C21H29NO13	Shikimates and Phenylpropanoids	0.8839482665061951	Phenylpropanoids (C6-C3)	0.8947291970252991	Cinnamic acids and derivatives	0.8355723023414612	Alpha amino acid esters	0.019733844324946404	Amino acids and derivatives	0.022088803350925446	Amino acids, peptides, and analogues	0.021961743012070656	Carboxylic acids and derivatives	0.9985917210578918	Organic acids and derivatives	0.999268114566803	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxycinnamic acids and derivatives; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	236
225_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_237	C17H29N5O7	[M - H2O + H]+	C17H27N5O6	Carbohydrates	0.4353565275669098	Pseudoalkaloids	0.15226170420646667	Purine alkaloids	0.21631447970867157	Purine nucleosides	0.8645257353782654					Purine nucleosides	0.8645257353782654	Nucleosides, nucleotides, and analogues	0.12291403859853745	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Purine nucleosides; Aminopyrimidines and derivatives; Diazines; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Oxanes; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Alkanolamines; 6-aminopurines; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	237
226_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_238	C10H10O4	[M - H2O + H]+	C10H8O3	Shikimates and Phenylpropanoids	0.9987035989761353	Phenylpropanoids (C6-C3)	0.999453604221344	Cinnamic acids and derivatives	0.9997316002845764	Coumaric acids and derivatives	0.9746876358985901	Coumaric acids and derivatives	0.9746876358985901	Hydroxycinnamic acids and derivatives	0.9864422082901001	Cinnamic acids and derivatives	0.9296923875808716	Phenylpropanoids and polyketides	0.9696818590164185	Organic compounds; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Hydroxycinnamic acids; Cinnamic acids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	238
227_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_239	C10H10O4	[M + H]+	C10H10O4	Shikimates and Phenylpropanoids	0.9989550113677979	Phenylpropanoids (C6-C3)	0.9995614886283875	Cinnamic acids and derivatives	0.9998161196708679	Coumaric acids and derivatives	0.9853821992874146	Coumaric acids and derivatives	0.9853821992874146	Hydroxycinnamic acids and derivatives	0.9923174381256104	Cinnamic acids and derivatives	0.9645974040031433	Phenylpropanoids and polyketides	0.981196403503418	Organic compounds; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Hydroxycinnamic acids; Cinnamic acids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	239
228_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_240	C16H25NO10	[M - H2O + H]+	C16H23NO9	Amino acids and Peptides	0.9800849556922913	Amino acid glycosides	0.9962717294692993	Cyanogenic glycosides	0.9939934611320496	Hexoses	0.8791287541389465	Monosaccharides	0.9829949736595154	Carbohydrates and carbohydrate conjugates	0.9999854564666748	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Nitriles; Monoalkylamines; Dialkyl ethers; Cyclic alcohols and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Primary amines; Cyclitols and derivatives; Cyclohexanols; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	240
229_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_241	C18H27NO11	[M + H]+	C18H27NO11	Amino acids and Peptides	0.592369019985199	Amino acid glycosides	0.4992066025733948	Cyanogenic glycosides	0.28192561864852905	Cyanogenic glycosides	0.9756128191947937	Glycosyl compounds	0.9995506405830383	Carbohydrates and carbohydrate conjugates	0.9999167919158936	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Organooxygen compounds; Nitriles; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Cyanogenic glycosides; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	241
230_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_242	C18H24O11	[M + Na]+	C18H24O11	Shikimates and Phenylpropanoids	0.783923864364624	Phenolic acids (C6-C1)	0.8396520614624023	Simple phenolic acids	0.7971301674842834	Disaccharides	0.9880542159080505	Disaccharides	0.9880542159080505	Carbohydrates and carbohydrate conjugates	0.9996557235717773	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Benzoic acid esters; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	242
231_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_243	C13H16O4	[M - H2O + H]+	C13H14O3	Shikimates and Phenylpropanoids	0.8361269235610962	Cyclic polyketides	0.07640109211206436	Kavalactones and derivatives	0.05176946893334389	Kavalactones	0.5105699300765991					Kavalactones	0.5105699300765991	Phenylpropanoids and polyketides	0.7356116771697998	Organic compounds; Organoheterocyclic compounds; Styrenes; Pyrans; Alcohols and polyols; Ethers; Phenylpropanoids and polyketides; Primary alcohols; Organooxygen compounds; Kavalactones; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	243
232_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_244	C18H29NO10	[M + H]+	C18H29NO10	Shikimates and Phenylpropanoids	0.6519296169281006	Phenylethanoids (C6-C2)	0.7389568090438843	Phenylethanoids	0.7215451002120972	Cyanogenic glycosides	0.7011268734931946	Glycosyl compounds	0.9997270703315735	Carbohydrates and carbohydrate conjugates	0.9999798536300659	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Cyanogenic glycosides; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	244
233_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_246	C20H26O11	[M - H2O + H]+	C20H24O10	Terpenoids	0.7633901834487915	Triterpenoids	0.3853982090950012	Picrotoxane sesquiterpenoids	0.3215121030807495	Disaccharides	0.7442309260368347	Disaccharides	0.7442309260368347	Carbohydrates and carbohydrate conjugates	0.9465206265449524	Organooxygen compounds	0.9999997615814209	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lactones; Furans; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Gamma butyrolactones; Cyclic alcohols and derivatives; Disaccharides; Acetals; Secondary alcohols; Tertiary alcohols; Furopyrans; Carbonyl compounds; Tricarboxylic acids and derivatives; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	246
236_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_251	C11H12O5	[M + H]+	C11H12O5	Shikimates and Phenylpropanoids	0.9826583862304688	Phenylpropanoids (C6-C3)	0.5466793179512024	Cinnamic acids and derivatives	0.5436871647834778	Hydroxycinnamic acids and derivatives	0.514490008354187			Hydroxycinnamic acids and derivatives	0.514490008354187	Cinnamic acids and derivatives	0.2763212323188782	Phenylpropanoids and polyketides	0.5500815510749817	Organic compounds; Styrenes; Lactones; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Dimethoxybenzenes; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	251
