confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
226	1	1	2	2	0.27778451602034404	-6.638750358089645	0.9999999999999999	27.426345276331524	C9H8O3	[M - H2O + H]+	NGSWKAQJJWESNS	InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)	coumarate	C1=CC(=CC=C1C=CC(=O)O)O	1.39296985	322;1549106;637542;11116469;16109932;54708745;54721280;54729371;71310960;117064649;124202750;131708669;131871182	HMDB:(2035 30677 128076);SuperNatural:(SN00157333 SN00000381 SN00248047 SN00397780);ZINC bio:(ZINC00039811 ZINC04632590);additional;MeSH:(637542);Plantcyc:(COUMARATE);PubMed;NORMAN:(NS00004354);COCONUT:(CNP0255341 CNP0359225);KNApSAcK:(580);Natural Products:(UNPD19621 UNPD96408 UNPD212098);PubChem:(322 1549106 637542 11116469 16109932 54708745 54721280 54729371 71310960 117064649 124202750 131708669 131871182);CHEBI:(32374 58152 12876 36090 32373 17450);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C06738 C00811);PubChem class - safety and toxic;YMDB:(498);Training Set;Biocyc:(CIS-P-COUMARATE COUMARATE CPD1UA-13)	17267943806	147.04418	88.95	100_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_107	107
227	1	1	2	2	0.2755169688746958	-84.85412986101285	0.9999999999999999	66.00173289217723	C12H12O4	[M + H]+	VEKAJHBFBMWJKI	InChI=1S/C12H12O4/c1-9(14)16-11-6-5-10(4-3-7-13)8-12(11)15-2/h3-8H,1-2H3	bmse010073	CC(=O)OC1=C(C=C(C=C1)C=CC=O)OC	1.5	3017600;5893006;7438513	NORMAN:(NS00056142);COCONUT:(CNP0076029);PubChem class - safety and toxic;PubChem:(3017600 5893006 7438513);CHEBI:(86579)	69468194	221.08093	147.77	223_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_235	235
228	1	1	1	1	0.27498425572937296	-84.25275528432688	0.9999999999999999	33.54169426396665	C17H26O10	[M + Na]+	FLOXQRMTDDOZKF	InChI=1S/C17H26O10/c1-7(19)27-17(2)5-9(20)8-3-4-24-15(11(8)17)26-16-14(23)13(22)12(21)10(6-18)25-16/h3-4,8-16,18,20-23H,5-6H2,1-2H3	[(1S,4aR,5S,7S,7aS)-5-hydroxy-7-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4a,5,6,7a-tetrahydro-1H-cyclopenta[c]pyran-7-yl] acetate	CC(=O)OC1(CC(C2C1C(OC=C2)OC3C(C(C(C(O3)CO)O)O)O)O)C	-1.60000002	6325130;9865184;14355412;14355414;23304363;46227125	COCONUT:(CNP0172754);Natural Products:(UNPD108681 UNPD723 UNPD176282 UNPD90503);PubChem:(6325130 9865184 14355412 14355414 23304363 46227125);SuperNatural:(SN00244623 SN00233441 SN00028600 SN00160768 SN00345553);ZINC bio:(ZINC31156724);PubMed	3186754	413.14132	162.98	263_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_282	282
229	1	1	2	2	0.27490216095853504	-52.332660391674736	0.9999999999999999	71.80145273329765	C13H20O	[M - H2O + H]+	LAGYWBZWJKHOOJ	InChI=1S/C13H20O/c1-10(9-14)8-12-11(2)6-5-7-13(12,3)4/h6,8-9,12H,5,7H2,1-4H3	3-(2,6,6-Trimethyl-2-cyclohexen-1-yl)methacrylaldehyde	CC1=CCCC(C1C=C(C)C=O)(C)C	3.0999999	106809;6437263;20838852	PubChem:(106809 6437263 20838852);NORMAN:(NS00053532)	262146	175.14827	211.54	418_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_451	451
230	1	1	1	1	0.2744758409771163	-157.44000755776986	0.9979899497487437	24.312906779858775	C24H38O10	[M + Na]+	RHDHLQKXFJOPEK	InChI=1S/C24H38O10/c1-10(25)33-18-12-7-8-13-22(6,31)15-14(27)16(28)20(3,4)24(15,32)17(29)19(34-11(2)26)23(13,18)9-21(12,5)30/h12-19,27-32H,7-9H2,1-6H3	Kalmitoxin VI	CC(=O)OC1C2CCC3C1(CC2(C)O)C(C(C4(C(C3(C)O)C(C(C4(C)C)O)O)O)O)OC(=O)C	-1.10000002	44559347	PubChem:(44559347);COCONUT:(CNP0080215)	2097154	509.23588	295.02	538_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_595	595
231	1	1	1	2	0.2737072142630022	-79.92200924911428	0.8969849246231155	28.53152829167085	C5H3N3O6	[M + K]+	OPGJGRWULGFTOS	InChI=1S/C5H3N3O6/c9-3-2(8(13)14)1(4(10)11)6-5(12)7-3/h(H,10,11)(H2,6,7,9,12)	Nitro-orotic acid	C1(=C(NC(=O)NC1=O)C(=O)O)[N+](=O)[O-]	-1.20000005	103442;3396258	NORMAN:(NS00016315);PubChem:(103442 3396258);PubMed;ZINC bio:(ZINC04261830 ZINC19790482);PubChem class - bio and metabolites	17047618	239.96643	30.24	3_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_3	3
232	1	1	1	2	0.2727369922884047	-262.8773247888188	0.9994974874371859	76.39868343379646	C15H23NO8	[M + H]+	OZAMFSFIKVSAHM	InChI=1S/C15H23NO8/c1-7-14(9(6-22-2)8(4-17)3-16-7)24-15-13(21)12(20)11(19)10(5-18)23-15/h3,10-13,15,17-21H,4-6H2,1-2H3	5-(Hydroxymethyl)-4-(methoxymethyl)-2-methyl-3-pyridinyl hexopyranoside	CC1=NC=C(C(=C1OC2C(C(C(C(O2)CO)O)O)O)COC)CO	-2.0999999	367862;14260867	COCONUT:(CNP0287974);Natural Products:(UNPD168694);PubChem:(367862 14260867);SuperNatural:(SN00271717)	3178498	346.15003	88.28	96_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_102	102
233	1	1	2	2	0.27146731485704945	-143.18359187742226	0.9999999999999999	97.24175985831272	C17H33NO10	[M - H2O + H]+	CAEDWHXKVRBMQP	InChI=1S/C17H33NO10/c1-8-10(20)12(22)13(23)17(26-8)28-15-11(21)9(7-19)27-16(14(15)24)25-6-4-2-3-5-18/h8-17,19-24H,2-7,18H2,1H3	null	CC1C(C(C(C(O1)OC2C(C(OC(C2O)OCCCCCN)CO)O)O)O)O	-3.0	71816584	PubChem:(71816584);CHEBI:(131885)	34	394.20754	273.49	522_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_575	575
234	1	1	2	2	0.27146517992046654	-33.11840128360082	0.9999999999999999	142.479838629479	C18H28O3	[M + H]+	ACHDMUPTZYZIGR	InChI=1S/C18H28O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h3-4,6,8,11,14H,2,5,7,9-10,12-13,15-16H2,1H3,(H,20,21)	9-Oxo-10,12,15-odta	CCC=CCC=CC=CC(=O)CCCCCCCC(=O)O	4.5999999	3017510;6365597;11380794	COCONUT:(CNP0256961);Natural Products:(UNPD131773);PubChem:(3017510 6365597 11380794);CHEBI:(142251);additional;MeSH:(6365597);Training Set;PubMed;KEGG Mine	8592605286	293.21105	407.22	574_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_641	641
235	1	1	1	2	0.27119103592858945	-41.085368910000724	0.9999999999999999	46.19190367628263	C7H18N2	[M + H]+	DZHCTHQUBIPMKS	InChI=1S/C7H18N2/c1-4-8-6-5-7-9(2)3/h8H,4-7H2,1-3H3	N-ethyl-N,N-dimethyl-propane-1,3-diamine	CCNCCCN(C)C	0.600000024	88082;40552893	PubChem:(88082 40552893);NORMAN:(NS00047744)	262146	131.15427	42.34	52_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_55	55
236	1	1	2	2	0.26824260401092553	-30.56714239579044	0.9999999999999999	101.66023560737287	C10H8O3	[M + H]+	HSHNITRMYYLLCV	InChI=1S/C10H8O3/c1-6-4-10(12)13-9-5-7(11)2-3-8(6)9/h2-5,11H,1H3	Bilcolic	CC1=CC(=O)OC2=C1C=CC(=C2)O	1.93706274	5280567;73211824;101523215;101559495;101377108;131879340;138396192	HMDB:(59622);SuperNatural:(SN00000957);ZINC bio:(ZINC00058121);additional;MeSH:(5280567);Plantcyc:(CPD-182);PubMed;NORMAN:(NS00010646);COCONUT:(CNP0323480);Natural Products:(UNPD85461);PubChem:(5280567 73211824 101523215 101559495 101377108 131879340 138396192);CHEBI:(17224);PubChem class - bio and metabolites;KEGG:(C03081);PubChem class - safety and toxic;YMDB:(971);Training Set;PubChem class - drug;Biocyc:(CPD-182)	121629038	177.0543	106.33	137_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_146	146
237	1	1	2	2	0.266303621577122	-4.713853052213172	0.9999999999999999	39.40211502794216	C5H9NO4	[M - H2O + H]+	WHUUTDBJXJRKMK	InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)	Glutamat	C(CC(=O)O)C(C(=O)O)N	-1.32391071	611;23327;33032;104813;168158;450555;450602;4525487;4179667;4452358;5128032;5147171;5460297;5460299;5460543;5460544;10582905;12248489;12248490;12248491;12248492;12248499;12248500;12248502;12248503;10942598;10057642;11629711;11701061;14598502;11840951;10351852;10396980;16213329;16213424;16213454;16217561;21575125;42615584;44272391;51037439;51037437;51037438;51037440;46932125;50992608;54431527;54431528;57397101;56638524;56845125;56845930;56845948;57607970;57607968;57607971;57607976;57616920;71308417;71308849;71309035;71309130;71309247;71309316;71309505;71309806;71310326;87150909;87206355;88747398;88901897;89254549;90324386;91031500;91083019;91158404;90472821;91466291;101073736;101129201;101129202;102351656;102602046;117064483;117064484;119077677;119077680;119080345;121494059;124202791;129656111;129680450;133188389;132594196;132594197;131667875;131708707;131873974;134775857;139592947;139054390;138397024	HMDB:(148 3339 60475);PubChem class - food;SuperNatural:(SN00002027 SN00335254);ZINC bio:(ZINC00895124 ZINC01482113);additional;HSDB:(56-86-0);MeSH:(611 23327 33032 104813 4525487 5128032 5147171 5460299 5460544 11840951 14598502);Plantcyc:(D-GLT GLT);PubMed;NORMAN:(NS00008008);COCONUT:(CNP0086235 CNP0191057 CNP0200734);KNApSAcK:(19577);Natural Products:(UNPD80939 UNPD56979 UNPD112821);PubChem:(611 23327 33032 104813 168158 450555 450602 4525487 4179667 4452358 5128032 5147171 5460297 5460299 5460543 5460544 10582905 12248489 12248490 12248491 12248492 12248499 12248500 12248502 12248503 10942598 10057642 11629711 11701061 14598502 11840951 10351852 10396980 16213329 16213424 16213454 16217561 21575125 42615584 44272391 51037439 51037437 51037438 51037440 46932125 50992608 54431527 54431528 57397101 56638524 56845125 56845930 56845948 57607970 57607968 57607971 57607976 57616920 71308417 71308849 71309035 71309130 71309247 71309316 71309505 71309806 71310326 87150909 87206355 88747398 88901897 89254549 90324386 91031500 91083019 91158404 90472821 91466291 101073736 101129201 101129202 102351656 102602046 117064483 117064484 119077677 119077680 119080345 121494059 124202791 129656111 129680450 133188389 132594196 132594197 131667875 131708707 131873974 134775857 139592947 139054390 138397024);CHEBI:(14321 76051 29987 29986 16015 53375 53374 29988 29985 15966 53373 29989 18237);PubChem class - bio and metabolites;KEGG:(C00025 C00217 C00302);PubChem class - safety and toxic;YMDB:(271);Training Set;PubChem class - drug;Biocyc:(CPD1UA-4 GLT SMA-0000342 D-GLT)	255847294	130.05011	90.12	104_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_111	111
238	1	1	2	2	0.2658009906500418	-29.47410216954209	0.9999999999999999	71.8384282670894	C16H20O9	[M - H2O + H]+	IEMIRSXOYFWPFD	InChI=1S/C16H20O9/c1-23-10-6-8(3-5-12(18)19)2-4-9(10)24-16-15(22)14(21)13(20)11(7-17)25-16/h2-6,11,13-17,20-22H,7H2,1H3,(H,18,19)	(Z)-3-[3-methoxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]prop-2-enoic acid	COC1=C(C=CC(=C1)C=CC(=O)O)OC2C(C(C(C(O2)CO)O)O)O	-0.404225945	9820054;11588491;13916048;13916049;24992652;51522668;67157226;73021256;91134292;101354883	COCONUT:(CNP0327207);KNApSAcK:(11171);Natural Products:(UNPD230585 UNPD134989 UNPD229057 UNPD65097 UNPD111918 UNPD210074);PubChem:(9820054 11588491 13916048 13916049 24992652 51522668 67157226 73021256 91134292 101354883);SuperNatural:(SN00306188 SN00294884 SN00313144);CHEBI:(141767 139435 139402);ZINC bio:(ZINC13507279);PubMed;KEGG Mine	8593121394	339.10754	210.02	412_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_445	445
239	1	1	2	2	0.263752623175334	-46.94536052068215	0.9994974874371859	68.87183203858007	C14H18O9	[M - H2O + H]+	YROOZUQRTLHXIO	InChI=1S/C14H18O9/c1-21-8-4-6(2-3-7(8)16)13(20)23-14-12(19)11(18)10(17)9(5-15)22-14/h2-4,9-12,14-19H,5H2,1H3	1-O-vanilloyl-beta-D-glucose	COC1=C(C=CC(=C1)C(=O)OC2C(C(C(C(O2)CO)O)O)O)O	-0.699999988	14132343;14132344;50906158	COCONUT:(CNP0157496);Natural Products:(UNPD174669);PubChem:(14132343 14132344 50906158);SuperNatural:(SN00158514);CHEBI:(71512);PubChem class - bio and metabolites;KEGG:(C20470);Plantcyc:(CPD-15006);PubMed;Biocyc:(CPD-15006)	20089186	313.09169	180.01	313_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_340	340
240	1	1	2	2	0.26356895405117	-35.966568315349335	0.9999999999999999	93.94461598280354	C8H8O	[M + H]+	FXLOVSHXALFLKQ	InChI=1S/C8H8O/c1-7-2-4-8(6-9)5-3-7/h2-6H,1H3	bmse000527	CC1=CC=C(C=C1)C=O	2.05958509	7725;12198192;58308412;85786868;91203514;131869372;131869402	HMDB:(29638);PubChem class - food;ZINC bio:(ZINC00896404);HSDB:(104-87-0);MeSH:(7725);Plantcyc:(CPD-8773);PubMed;NORMAN:(NS00013243);COCONUT:(CNP0234694);KNApSAcK:(47546);Natural Products:(UNPD72585);PubChem:(7725 12198192 58308412 85786868 91203514 131869372 131869402);YMDB Mine;CHEBI:(28617);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C06758);PubChem class - safety and toxic;Biocyc:(CPD-8773)	51760245630	121.06511	88.28	92_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_97	97
241	1	1	2	3	0.2634860757018792	-102.4452676823698	0.7407035175879397	102.65768405723327	C25H36O3	[M - H2O + H]+	KWZUECIPBRPVAL	InChI=1S/C25H36O3/c1-22(2)10-6-11-23(3)18(22)9-12-24(4)19-8-7-16(14-26)17(15-27)25(19,5)21(28)13-20(23)24/h7,14-15,17-20H,6,8-13H2,1-5H3	(1S,4aS,4bR,6aS,10aS,10bR,12aS)-4b,7,7,10a,12a-pentamethyl-12-oxo-4,4a,5,6,6a,8,9,10,10b,11-decahydro-1H-chrysene-1,2-dicarbaldehyde	CC1(CCCC2(C1CCC3(C2CC(=O)C4(C3CC=C(C4C=O)C=O)C)C)C)C	5.0999999	21574233;23425747;46882940;102597522;102597527	COCONUT:(CNP0288779);Natural Products:(UNPD96751 UNPD19893);PubChem:(21574233 23425747 46882940 102597522 102597527);SuperNatural:(SN00294678 SN00404014);PubMed	3178562	367.26316	496.92	604_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_685	685
242	1	1	2	2	0.2632927840574032	-69.98155797067385	0.9999999999999999	81.84878734075895	C13H16O4	[M - H2O + H]+	MVLZLHBOBVWBQS	InChI=1S/C13H16O4/c1-10(14)17-8-4-5-11-6-7-12(15-2)13(9-11)16-3/h4-7,9H,8H2,1-3H3	bmse010090	CC(=O)OCC=CC1=CC(=C(C=C1)OC)OC	2.20502782	362712;5387771	COCONUT:(CNP0330794);Natural Products:(UNPD95636);PubChem:(362712 5387771);CHEBI:(86550);PubMed;KEGG Mine	8592064610	219.10162	215.15	427_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_460	460
243	1	1	1	1	0.2614720278341578	-53.38258079269549	0.9999999999999999	19.061495719619625	C21H38O8	[M + Na]+	PFJDJYAPRBPXLV	InChI=1S/C21H38O8/c1-6-21(5,27)11-7-8-13(2)9-10-15(20(3,4)26)29-19-18(25)17(24)16(23)14(12-22)28-19/h6,8,14-19,22-27H,1,7,9-12H2,2-5H3	Icariside C1	CC(=CCCC(C)(C=C)O)CCC(C(C)(C)O)OC1C(C(C(C(O1)CO)O)O)O	0.699999988	6439265;16086632;21629839;21629842;124397025;124397026;124397027	COCONUT:(CNP0287662);KNApSAcK:(11406);Natural Products:(UNPD156883 UNPD159191 UNPD94026 UNPD193594 UNPD209809);PubChem:(6439265 16086632 21629839 21629842 124397025 124397026 124397027);SuperNatural:(SN00160703 SN00264397 SN00334691 SN00242136 SN00259084);MeSH:(6439265);Training Set;PubMed	3194966	441.2462	227.28	457_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_495	495
244	1	1	2	2	0.26108566394485583	-121.96951200400343	0.9999999999999999	65.53609045604833	C6H11N3O3	[M + H]+	ARBHXJXXVVHMET	InChI=1S/C6H11N3O3/c7-6(8)9-3-1-2-4(10)5(11)12/h1-3H2,(H,11,12)(H4,7,8,9)	2-oxoarginine	C(CC(=O)C(=O)O)CN=C(N)N	-1.60000002	558;5459924;25244978	HMDB:(4225);SuperNatural:(SN00156130);MeSH:(558 25244978);Plantcyc:(CPD-824);PubMed;COCONUT:(CNP0208068);Natural Products:(UNPD101099);PubChem:(558 5459924 25244978);YMDB Mine;CHEBI:(28116 18253 58489);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C03771);Biocyc:(CPD-824)	51559696750	174.08726	38.77	42_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_45	45
245	1	2	2	5	0.2601669761070821	-447.1828578172645	0.07587939698492463	49.9579655580836	C28H41N7O9S2	[M + H]+	NUBUSLAGZCIWQO	InChI=1S/C28H41N7O9S2/c1-3-14(2)23(35-26(42)17(31-22(39)8-9-45)10-15-4-6-16(37)7-5-15)28(44)33-19(12-36)27(43)32-18(11-21(29)38)25(41)34-20(13-46)24(30)40/h4-7,12,14,17-20,23,37,45-46H,3,8-11,13H2,1-2H3,(H2,29,38)(H2,30,40)(H,31,39)(H,32,43)(H,33,44)(H,34,41)(H,35,42)	4-Ser-deaminotocinamide	CCC(C)C(C(=O)NC(C=O)C(=O)NC(CC(=O)N)C(=O)NC(CS)C(=O)N)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)CCS	-1.60000002	191274;53463482	PubChem:(191274 53463482);MeSH:(191274)	6	684.24938	203.14	385_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_415	415
246	1	1	2	7	0.2581483836586312	-135.0777740084849	0.9366834170854272	23.791793164882037	C25H32O13	[M + H]+	CFCVAKKXAOBBDM	InChI=1S/C25H32O13/c1-34-15-8-12(2-4-14(15)28)3-5-18(29)36-16-9-25(33,11-27)19-13(16)6-7-35-23(19)38-24-22(32)21(31)20(30)17(10-26)37-24/h2-8,13,16-17,19-24,26-28,30-33H,9-11H2,1H3	null	COC1=C(C=CC(=C1)C=CC(=O)OC2CC(C3C2C=COC3OC4C(C(C(C(O4)CO)O)O)O)(CO)O)O	-1.0	71574358	COCONUT:(CNP0250501);Natural Products:(UNPD212782);PubChem:(71574358);PubMed	2129986	541.19147	185.78	325_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_352	352
247	1	1	2	2	0.25749361460008235	-34.86818818723979	0.9999999999999999	51.26369754343524	C19H30O7	[M + H]+	SZOPSAFLRCYJCX	InChI=1S/C19H30O7/c1-10-7-12(21)8-19(3,4)13(10)6-5-11(2)25-18-17(24)16(23)15(22)14(9-20)26-18/h5-7,11,13-18,20,22-24H,8-9H2,1-4H3	(4R)-3,5,5-trimethyl-4-[(E,3S)-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybut-1-enyl]cyclohex-2-en-1-one	CC1=CC(=O)CC(C1C=CC(C)OC2C(C(C(C(O2)CO)O)O)O)(C)C	0.0	9820702;21630888;38346679;38346683;44715458;101641608;101641609;101449893;131752058	COCONUT:(CNP0289995);HMDB:(36822);KNApSAcK:(45497);Natural Products:(UNPD212116 UNPD226631 UNPD159381 UNPD163094 UNPD209743 UNPD209886 UNPD39453);PubChem:(9820702 21630888 38346679 38346683 44715458 101641608 101641609 101449893 131752058);SuperNatural:(SN00028433 SN00028431 SN00028430 SN00028432);CHEBI:(141407);ZINC bio:(ZINC31155429 ZINC31155433 ZINC31155438 ZINC31155443);PubChem class - bio and metabolites;PubMed;KEGG Mine	8609898618	371.20622	204.07	389_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_419	419
248	1	1	2	2	0.2569239328794945	-36.26907055041455	0.9999999999999999	62.475381878866415	C16H20O9	[M - H2O + H]+	JWRQVQWBNRGGPK	InChI=1S/C16H20O9/c1-23-10-6-8(2-4-9(10)18)3-5-12(19)25-16-15(22)14(21)13(20)11(7-17)24-16/h2-6,11,13-18,20-22H,7H2,1H3	1-Feruloyl-D-glucose	COC1=C(C=CC(=C1)C=CC(=O)OC2C(C(C(C(O2)CO)O)O)O)O	-0.300000012	10665929;13962927;13962928;11494143;50906375;53978589;72983454;90824959;131708137;137796839	HMDB:(36938);SuperNatural:(SN00257315 SN00036713);ZINC bio:(ZINC13507070);Plantcyc:(CPD-15281);PubMed;COCONUT:(CNP0267184);KNApSAcK:(37931);Natural Products:(UNPD103712 UNPD107322 UNPD220170);PubChem:(10665929 13962927 13962928 11494143 50906375 53978589 72983454 90824959 131708137 137796839);CHEBI:(81321);PubChem class - bio and metabolites;KEGG:(C17759);Biocyc:(CPD-15281)	20097402	339.10719	224.05	451_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_487	487
249	1	1	1	2	0.25682342560406407	-231.56608560699266	0.9994974874371859	82.93757525956032	C24H41NO10	[M + H]+	IJASURGZDJYQGF	InChI=1S/C24H41NO10/c1-12-9-24(31-7,35-14(3)13(12)2)19(28)21(29)25-22-18-17(32-11-33-22)20(30-6)23(4,5)16(34-18)8-15(27)10-26/h13-20,22,26-28H,1,8-11H2,2-7H3,(H,25,29)	Mycalamide A	CC1C(OC(CC1=C)(C(C(=O)NC2C3C(C(C(C(O3)CC(CO)O)(C)C)OC)OCO2)O)OC)C	-0.100000001	122770;9892314;10029076;10345974;11329571;10481318;23426005;24994564;44583760;46173852;101526808;101206463;102354995;118718436;134820178;134918171	SuperNatural:(SN00326366 SN00298113);additional;MeSH:(122770 10345974 44583760 46173852 101526808 134820178);PubMed;COCONUT:(CNP0394094);KNApSAcK:(47065);Natural Products:(UNPD194331 UNPD101345);PubChem:(122770 9892314 10029076 10345974 11329571 10481318 23426005 24994564 44583760 46173852 101526808 101206463 102354995 118718436 134820178 134918171);CHEBI:(80857);PubChem class - bio and metabolites;KEGG:(C17008);Biocyc:(CPD-21480)	20482422	504.28055	267.7	520_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_572	572
250	1	1	1	2	0.25588660031015087	-226.33238526559325	0.9989949748743717	80.16420411824663	C15H27NO9	[M + H]+	ZWJNARURCMXMTQ	InChI=1S/C15H27NO9/c1-6-8(19)4-9(20)14(23-6)25-13-11(16-7(2)18)15(22-3)24-10(5-17)12(13)21/h6,8-15,17,19-21H,4-5H2,1-3H3,(H,16,18)	beta-D-Tyv-(1->3)-beta-D-GalNAc-OMe	CC1C(CC(C(O1)OC2C(C(OC(C2O)CO)OC)NC(=O)C)O)O	-2.20000005	72715803;101206143	PubChem:(72715803 101206143);CHEBI:(77100)	34	366.17586	109.76	155_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_167	167
251	1	1	1	2	0.25532081506924387	-203.26012202019123	0.9909547738693467	63.22374627120233	C18H27NO10	[M + H]+	OBCAMZYNEBOEPP	InChI=1S/C18H27NO10/c20-6-9-11(22)12(23)15(26)18(28-9)29-16-10(7-21)27-17(14(25)13(16)24)19-8-4-2-1-3-5-8/h1-5,9-26H,6-7H2	2-[6-anilino-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol	C1=CC=C(C=C1)NC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)O)O)O)O	-2.4000001	3100922;16395800;40806612;40806739;102074866	COCONUT:(CNP0315877);PubChem:(3100922 16395800 40806612 40806739 102074866);SuperNatural:(SN00077661 SN00077807);ZINC bio:(ZINC08740123 ZINC08740345)	3153922	418.17113	147.5	222_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_234	234
252	1	1	2	2	0.25490662036338324	-18.675649111294614	0.9969849246231156	77.38401393428308	C15H22O9	[M + H]+	RJWJHRPNHPHBRN	InChI=1S/C15H22O9/c16-4-6-3-8(18)7-1-2-22-14(10(6)7)24-15-13(21)12(20)11(19)9(5-17)23-15/h1-3,7-21H,4-5H2	Aucubin	C1=COC(C2C1C(C=C2CO)O)OC3C(C(C(C(O3)CO)O)O)O	-3.0	91458;348157;372840;2751825;2752068;7098685;12358432;10020493;11110762;11198783;11875891;11887213;11887214;11887215;11887216;11887217;11887218;11887219;16760065;22489711;44202880;92269360;92269361;100806017;100956133;102552753;125040022;125462848;124708021;124708123;124768672;124906526;124916799;124916800;124916801;124350854;138114249;139292051	HMDB:(36562);SuperNatural:(SN00010603 SN00359488 SN00010600 SN00238102 SN00161684 SN00071902 SN00006965 SN00010602 SN00130047 SN00177501 SN00013551 SN00130046 SN00164266 SN00271883 SN00010604 SN00336673 SN00384829 SN00271970 SN00284110 SN00244607 SN00013550 SN00327934 SN00010601);ZINC bio:(ZINC04073951 ZINC04098334 ZINC04268259 ZINC04268261 ZINC04268262 ZINC04268265 ZINC04268352 ZINC04268353 ZINC04268354 ZINC05566519 ZINC05566520);additional;MeSH:(91458);PubMed;NORMAN:(NS00043461);COCONUT:(CNP0242593);KNApSAcK:(3073);Natural Products:(UNPD100419 UNPD83200 UNPD124951 UNPD187612 UNPD19856 UNPD69981 UNPD15122 UNPD162935 UNPD53264 UNPD12516 UNPD53248);PubChem:(91458 348157 372840 2751825 2752068 7098685 12358432 10020493 11110762 11198783 11875891 11887213 11887214 11887215 11887216 11887217 11887218 11887219 16760065 22489711 44202880 92269360 92269361 100806017 100956133 102552753 125040022 125462848 124708021 124708123 124768672 124906526 124916799 124916800 124916801 124350854 138114249 139292051);CHEBI:(69796);PubChem class - bio and metabolites;KEGG:(C09771);PubChem class - safety and toxic;Training Set	87875966	347.13377	87.64	88_0bfaeea3f91a314c1b0296ca0294e0acab4f226c_sirius_91	91
